#Organism Name,Organism Groups,BioSample,BioProject,Assembly,Level,Size(Mb),GC%,Replicons,Host,CDS,Neighbors,Release Date,GenBank FTP,RefSeq FTP,Replicons
"Mouse mammary tumor virus","Viruses;Other;Retroviridae","","","GCA_000846425.1","Complete",0.008805,43.7," Unknown:NC_001503.1/AF033807.1","human,vertebrates",5,5,"1998-01-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/846/425/GCA_000846425.1_ViralProj14435","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/846/425/GCF_000846425.1_ViralProj14435"," Unknown:NC_001503.1/AF033807.1"
"Adeno-associated virus - 7","Viruses;Other;Parvoviridae","","","GCA_000845645.1","Complete",0.004721,57.3," Unknown:NC_006260.1/AF513851.1","human,vertebrates",2,5,"2002-09-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/845/645/GCA_000845645.1_ViralProj14454","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/845/645/GCF_000845645.1_ViralProj14454"," Unknown:NC_006260.1/AF513851.1"
"Adeno-associated virus - 8","Viruses;Other;Parvoviridae","","","GCA_000846525.1","Complete",0.004393,57.1," Unknown:NC_006261.1/AF513852.1","human,vertebrates",2,5,"2002-09-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/846/525/GCA_000846525.1_ViralProj14455","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/846/525/GCF_000846525.1_ViralProj14455"," Unknown:NC_006261.1/AF513852.1"
"Bovine papular stomatitis virus","Viruses;Other;Poxviridae","","","GCA_000844045.1","Complete",0.134431,64.5," Unknown:NC_005337.1/AY386265.1","human,vertebrates",131,3,"2003-12-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/844/045/GCA_000844045.1_ViralProj14469","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/844/045/GCF_000844045.1_ViralProj14469"," Unknown:NC_005337.1/AY386265.1"
"Orf virus","Viruses;Other;Poxviridae","","","GCA_000844845.1","Complete",0.139962,63.4," Unknown:NC_005336.1/AY386264.1","human,vertebrates",130,35,"2003-12-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/844/845/GCA_000844845.1_ViralProj14464","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/844/845/GCF_000844845.1_ViralProj14464"," Unknown:NC_005336.1/AY386264.1"
"Human mastadenovirus F","Viruses;Other;Adenoviridae","","","GCA_000846685.1","Complete",0.034214,51.2," Unknown:NC_001454.1/L19443.1","human,vertebrates",34,16,"1993-07-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/846/685/GCA_000846685.1_ViralProj14487","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/846/685/GCF_000846685.1_ViralProj14487"," Unknown:NC_001454.1/L19443.1"
"Macacine alphaherpesvirus 1","Viruses;Other;Herpesviridae","","","GCA_018580855.1","Complete",0.157447,75.6,"KY628968.1","human,vertebrates",74,,"2017-05-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/580/855/GCA_018580855.1_ASM1858085v1",,"KY628968.1"
"Human betaherpesvirus 5","Viruses;Other;Herpesviridae","","","GCA_000845245.1","Complete",0.235646,57.5," Unknown:NC_006273.2/AY446894.2","human",169,348,"2003-12-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/845/245/GCA_000845245.1_ViralProj14559","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/845/245/GCF_000845245.1_ViralProj14559"," Unknown:NC_006273.2/AY446894.2"
"Orange-spotted grouper iridovirus","Viruses;Other;Iridoviridae","","","GCA_006465685.1","Complete",0.112636,53,"AY894343.1","human,vertebrates",121,,"2005-06-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/465/685/GCA_006465685.1_ASM646568v1",,"AY894343.1"
"Human betaherpesvirus 7","Viruses;Other;Herpesviridae","","","GCA_000848125.1","Complete",0.15308,36.2," Unknown:NC_001716.2/AF037218.1","human",86,2,"1995-12-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/848/125/GCA_000848125.1_ViralProj14625","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/848/125/GCF_000848125.1_ViralProj14625"," Unknown:NC_001716.2/AF037218.1"
"Simian adenovirus 1","Viruses;Other;Adenoviridae","","","GCA_000847325.1","Complete",0.03445,55.2," Unknown:NC_006879.1/AY771780.1","human,vertebrates",35,5,"2005-03-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/847/325/GCA_000847325.1_ViralProj14626","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/325/GCF_000847325.1_ViralProj14626"," Unknown:NC_006879.1/AY771780.1"
"Rift Valley fever virus","Viruses;Other;Phenuiviridae","","","GCA_000847345.1","Complete",0.011979,45.1243," L:NC_014397.1/DQ375403.1;  S:NC_014395.1/DQ380151.1;  M:NC_014396.1/DQ380206.1","human,invertebrates,vertebrates",4,524,"2007-01-31T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/847/345/GCA_000847345.1_ViralMultiSegProj14631","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/345/GCF_000847345.1_ViralMultiSegProj14631"," L:NC_014397.1/DQ375403.1;  S:NC_014395.1/DQ380151.1;  M:NC_014396.1/DQ380206.1"
"Pegivirus A","Viruses;Other;Flaviviridae","","","GCA_000847425.1","Complete",0.00955,57.9," Unknown:NC_001837.1/U94421.1","human,vertebrates",1,68,"1997-09-23T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/847/425/GCA_000847425.1_ViralProj14647","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/425/GCF_000847425.1_ViralProj14647"," Unknown:NC_001837.1/U94421.1"
"Bunyamwera virus","Viruses;Other;Peribunyaviridae","","","GCA_000849925.1","Complete",0.012294,35.1611," L:NC_001925.1/X14383.1;  S:NC_001927.1/D00353.1;  M:NC_001926.1/M11852.1","human,invertebrates,vertebrates",4,76,"1988-09-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/849/925/GCA_000849925.1_ViralMultiSegProj14649","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/849/925/GCF_000849925.1_ViralMultiSegProj14649"," L:NC_001925.1/X14383.1;  S:NC_001927.1/D00353.1;  M:NC_001926.1/M11852.1"
"Influenza B virus (B/Lee/1940)","Viruses;Other;Orthomyxoviridae","","","GCA_000820495.2","Complete",0.014452,40.1517," RNA 1:NC_002204.1/M14880.1;  RNA 2:NC_002205.1/AF101982.1;  RNA 3:NC_002206.1/AF102017.1;  RNA 7:NC_002210.1/J02094.1;  RNA 4:NC_002207.1/K00423.1;  RNA 6:NC_002209.1/J02095.1;  RNA 5:NC_002208.1/K01395.1;  RNA 8:NC_002211.1/J02096.1","human,vertebrates",10,9,"1987-06-30T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/820/495/GCA_000820495.2_ViralMultiSegProj14656","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/820/495/GCF_000820495.2_ViralMultiSegProj14656"," RNA 1:NC_002204.1/M14880.1;  RNA 2:NC_002205.1/AF101982.1;  RNA 3:NC_002206.1/AF102017.1;  RNA 7:NC_002210.1/J02094.1;  RNA 4:NC_002207.1/K00423.1;  RNA 6:NC_002209.1/J02095.1;  RNA 5:NC_002208.1/K01395.1;  RNA 8:NC_002211.1/J02096.1"
"Gibbon ape leukemia virus","Viruses;Other;Retroviridae","","","GCA_000849965.1","Complete",0.008088,52.3," Unknown:NC_001885.3/M26927.1","human,vertebrates",3,5,"1993-08-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/849/965/GCA_000849965.1_ViralProj14657","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/849/965/GCF_000849965.2_ViralProj14657"," Unknown:NC_001885.3/M26927.1"
"Barmah Forest virus","Viruses;Other;Togaviridae","","","GCA_000847585.1","Complete",0.011488,48.5," Unknown:NC_001786.1/U73745.1","human,invertebrates,vertebrates",4,35,"1997-01-14T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/847/585/GCA_000847585.1_ViralProj14679","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/585/GCF_000847585.1_ViralProj14679"," Unknown:NC_001786.1/U73745.1"
"Simian foamy virus","Viruses;Other;Retroviridae","","","GCA_000848485.1","Complete",0.013246,39," Unknown:NC_001364.1/U04327.1","human,vertebrates",6,12,"1994-07-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/848/485/GCA_000848485.1_ViralProj14699","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/848/485/GCF_000848485.1_ViralProj14699"," Unknown:NC_001364.1/U04327.1"
"Zaire ebolavirus","Viruses;Other;Filoviridae","","","GCA_000848505.1","Complete",0.018959,41.1," Unknown:NC_002549.1/AF086833.2","human,vertebrates",9,1581,"1999-02-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/848/505/GCA_000848505.1_ViralProj14703","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/848/505/GCF_000848505.1_ViralProj14703"," Unknown:NC_002549.1/AF086833.2"
"Vesicular exanthema of swine virus","Viruses;Other;Caliciviridae","","","GCA_000847705.1","Complete",0.008284,47.8," Unknown:NC_002551.1/U76874.2","human,vertebrates",3,5,"1997-03-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/847/705/GCA_000847705.1_ViralProj14704","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/847/705/GCF_000847705.1_ViralProj14704"," Unknown:NC_002551.1/U76874.2"
"Australian bat lyssavirus","Viruses;Other;Rhabdoviridae","","","GCA_000850325.1","Complete",0.011822,44.2," Unknown:NC_003243.1/AF081020.2","human,vertebrates",5,28,"1999-08-10T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/850/325/GCA_000850325.1_ViralProj14730","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/850/325/GCF_000850325.1_ViralProj14730"," Unknown:NC_003243.1/AF081020.2"
"Human respirovirus 3","Viruses;Other;Paramyxoviridae","","","GCA_006298365.1","Complete",0.015462,35.3,"EU326526.1","human,vertebrates",6,,"2007-12-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/298/365/GCA_006298365.1_ASM629836v1",,"EU326526.1"
"Human respirovirus 1","Viruses;Other;Paramyxoviridae","","","GCA_000848705.1","Complete",0.0156,37.2," Unknown:NC_003461.1/AF457102.1","human,vertebrates",10,52,"2002-03-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/848/705/GCA_000848705.1_ViralProj14743","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/848/705/GCF_000848705.1_ViralProj14743"," Unknown:NC_003461.1/AF457102.1"
"Trichomonas vaginalis virus","Viruses;Other;Totiviridae","","","GCA_000852245.1","Complete",0.004647,44.8," Unknown:NC_003824.1/U08999.1","human,protozoa",2,,"1995-03-09T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/852/245/GCA_000852245.1_ViralProj14813","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/852/245/GCF_000852245.1_ViralProj14813"," Unknown:NC_003824.1/U08999.1"
"Western equine encephalitis virus","Viruses;Other;Togaviridae","","","GCA_002889215.1","Complete",0.011562,48.3,"GQ287646.1","human,invertebrates,vertebrates",2,,"2009-07-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/889/215/GCA_002889215.1_ASM288921v1",,"GQ287646.1"
"La Crosse virus","Viruses;Other;Peribunyaviridae","","","GCA_004789695.1","Complete",0.01249,36.7764," S:EF485030.1;  M:EF485031.1;  L:EF485032.1","human,invertebrates,vertebrates",4,,"2007-05-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/789/695/GCA_004789695.1_ASM478969v1",," S:EF485030.1;  M:EF485031.1;  L:EF485032.1"
"Lymphocytic choriomeningitis mammarenavirus","Viruses;Other;Arenaviridae","","","GCA_004789475.1","Complete",0.010604,43.069," S:AY847350.1;  L:AY847351.1","human,vertebrates",4,,"2005-08-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/789/475/GCA_004789475.1_ASM478947v1",," S:AY847350.1;  L:AY847351.1"
"Hendra henipavirus","Viruses;Other;Paramyxoviridae","","","GCA_000852685.1","Complete",0.018234,39.4," Unknown:NC_001906.3/AF017149.3","human,vertebrates",8,18,"1998-07-01T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/852/685/GCA_000852685.1_ViralProj14911","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/852/685/GCF_000852685.1_ViralProj14911"," Unknown:NC_001906.3/AF017149.3"
"Human coronavirus 229E","Viruses;Other;Coronaviridae","","","GCA_000853505.1","Complete",0.027317,38.3," Unknown:NC_002645.1/AF304460.1","human,vertebrates",8,77,"2001-01-11T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/853/505/GCA_000853505.1_ViralProj14913","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/853/505/GCF_000853505.1_ViralProj14913"," Unknown:NC_002645.1/AF304460.1"
"Bovine leukemia virus","Viruses;Other;Retroviridae","","","GCA_000853665.1","Complete",0.008419,54.2," Unknown:NC_001414.1/AF033818.1","human,vertebrates",6,155,"1998-01-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/853/665/GCA_000853665.1_ViralProj14916","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/853/665/GCF_000853665.1_ViralProj14916"," Unknown:NC_001414.1/AF033818.1"
"Machupo mammarenavirus","Viruses;Other;Arenaviridae","","","GCA_000853725.1","Complete",0.010635,41.7761," S:NC_005078.1/AY129248.1;  L:NC_005079.1/AY358021.2","human,vertebrates",4,43,"2002-09-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/853/725/GCA_000853725.1_ViralMultiSegProj14931","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/853/725/GCF_000853725.1_ViralMultiSegProj14931"," S:NC_005078.1/AY129248.1;  L:NC_005079.1/AY358021.2"
"Walrus calicivirus","Viruses;Other;Caliciviridae","","","GCA_000852525.1","Complete",0.008289,48.2," Unknown:NC_004541.1/AF321298.1","human,vertebrates",3,5,"2000-12-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/852/525/GCA_000852525.1_ViralProj14874","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/852/525/GCF_000852525.1_ViralProj14874"," Unknown:NC_004541.1/AF321298.1"
"Guanarito mammarenavirus","Viruses;Other;Arenaviridae","","","GCA_000853765.1","Complete",0.010424,40.6621," S:NC_005077.1/AY129247.1;  L:NC_005082.1/AY358024.2","human,vertebrates",4,43,"2002-09-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/853/765/GCA_000853765.1_ViralMultiSegProj14939","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/853/765/GCF_000853765.1_ViralMultiSegProj14939"," S:NC_005077.1/AY129247.1;  L:NC_005082.1/AY358024.2"
"Oropouche virus","Viruses;Other;Peribunyaviridae","","","GCA_000853785.1","Complete",0.011985,35.3854," M:NC_005775.1/AF441119.1;  L:NC_005776.1/AF484424.1;  S:NC_005777.1/AY237111.1","human,invertebrates,vertebrates",4,182,"2002-12-24T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/853/785/GCA_000853785.1_ViralMultiSegProj14943","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/853/785/GCF_000853785.1_ViralMultiSegProj14943"," M:NC_005775.1/AF441119.1;  L:NC_005776.1/AF484424.1;  S:NC_005777.1/AY237111.1"
"Human coronavirus NL63","Viruses;Other;Coronaviridae","","","GCA_000853865.1","Complete",0.027553,34.5," Unknown:NC_005831.2/AY567487.2","human",7,68,"2004-03-17T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/853/865/GCA_000853865.1_ViralProj14960","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/853/865/GCF_000853865.1_ViralProj14960"," Unknown:NC_005831.2/AY567487.2"
"aichivirus B3","Viruses;Other;Picornaviridae","","","GCA_008792805.1","Complete",0.008378,53.7,"GU245693.2","human,vertebrates",1,,"2010-05-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/792/805/GCA_008792805.1_ASM879280v1",,"GU245693.2"
"Human immunodeficiency virus 2","Viruses;Other;Retroviridae","","","GCA_000856385.1","Complete",0.010359,45.7,"NC_001722.1/M30502.1","human",9,72,"1993-08-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/856/385/GCA_000856385.1_ViralProj14991","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/856/385/GCF_000856385.1_ViralProj14991","NC_001722.1/M30502.1"
"Omsk hemorrhagic fever virus","Viruses;Other;Flaviviridae","","","GCA_000855505.1","Complete",0.010787,53.6," Unknown:NC_005062.1/AY193805.1","human,invertebrates,vertebrates",1,44,"2003-08-08T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/855/505/GCA_000855505.1_ViralProj14995","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/855/505/GCF_000855505.1_ViralProj14995"," Unknown:NC_005062.1/AY193805.1"
"Chikungunya virus","Viruses;Other;Togaviridae","","","GCA_000854045.1","Complete",0.011826,50," Unknown:NC_004162.2/AF369024.2","human,invertebrates,vertebrates",2,1032,"2002-09-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/854/045/GCA_000854045.1_ViralProj14998","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/854/045/GCF_000854045.1_ViralProj14998"," Unknown:NC_004162.2/AF369024.2"
"Human orthopneumovirus","Viruses;Other;Pneumoviridae","","","GCA_000855545.1","Complete",0.015225,33.6," Unknown:NC_001781.1/AF013254.1","human",11,3007,"1997-11-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/855/545/GCA_000855545.1_ViralProj15003","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/855/545/GCF_000855545.1_ViralProj15003"," Unknown:NC_001781.1/AF013254.1"
"Respiratory syncytial virus","Viruses;Other;Pneumoviridae","","","GCA_000856445.1","Complete",0.015191,33.2," Unknown:NC_001803.1/U39661.1","human,vertebrates",10,24,"1997-03-28T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/856/445/GCA_000856445.1_ViralProj15004","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/856/445/GCF_000856445.1_ViralProj15004"," Unknown:NC_001803.1/U39661.1"
"Reston ebolavirus","Viruses;Other;Filoviridae","","","GCA_000854085.1","Complete",0.018891,40.6," Unknown:NC_004161.1/AF522874.1","human,vertebrates",9,20,"2002-09-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/854/085/GCA_000854085.1_ViralProj15006","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/854/085/GCF_000854085.1_ViralProj15006"," Unknown:NC_004161.1/AF522874.1"
"Sudan ebolavirus","Viruses;Other;Filoviridae","","","GCA_000855585.1","Complete",0.018875,41.3," Unknown:NC_006432.1/AY729654.1","human,vertebrates",9,23,"2004-09-25T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/855/585/GCA_000855585.1_ViralProj15012","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/855/585/GCF_000855585.1_ViralProj15012"," Unknown:NC_006432.1/AY729654.1"
"Hantavirus Z10","Viruses;Other;Hantaviridae","","","GCA_000855785.1","Complete",0.01185,39.3134," S:NC_006433.1/AF184987.1;  L:NC_006435.1/AF189155.1;  M:NC_006437.1/AF276987.1","human",3,2,"1999-10-07T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/855/785/GCA_000855785.1_ViralMultiSegProj15044","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/855/785/GCF_000855785.1_ViralMultiSegProj15044"," S:NC_006433.1/AF184987.1;  L:NC_006435.1/AF189155.1;  M:NC_006437.1/AF276987.1"
"Usutu virus","Viruses;Other;Flaviviridae","","","GCA_000854945.1","Complete",0.011066,51," Unknown:NC_006551.1/AY453411.1","human,invertebrates,vertebrates",2,287,"2004-10-05T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/854/945/GCA_000854945.1_ViralProj15047","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/854/945/GCF_000854945.1_ViralProj15047"," Unknown:NC_006551.1/AY453411.1"
"Influenza C virus (C/Ann Arbor/1/50)","Viruses;Other;Orthomyxoviridae","","","GCA_000856665.2","Complete",0.012906,37.2985," 1:NC_006307.2/AB126191.2;  7:NC_006306.2/AB283001.1;  2:NC_006308.2/AB126192.2;  3:NC_006309.2/AB126193.2;  4:NC_006310.2/AB126194.2;  5:NC_006311.1/AB126195.1;  6:NC_006312.2/AB126196.2","human,vertebrates",9,1,"2004-06-29T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/856/665/GCA_000856665.2_ViralMultiSegProj15055","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/856/665/GCF_000856665.10_ViralMultiSegProj15055"," 1:NC_006307.2/AB126191.2;  7:NC_006306.2/AB283001.1;  2:NC_006308.2/AB126192.2;  3:NC_006309.2/AB126193.2;  4:NC_006310.2/AB126194.2;  5:NC_006311.1/AB126195.1;  6:NC_006312.2/AB126196.2"
"Bovine viral diarrhea virus 2","Viruses;Other;Flaviviridae","","","GCA_003029635.1","Complete",0.012513,45.4,"NC_039237.1/U18059.1","human,vertebrates",1,107,"1995-06-02T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/029/635/GCA_003029635.1_ASM302963v1","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/029/635/GCF_003029635.1_ASM302963v1","NC_039237.1/U18059.1"
"Human coronavirus HKU1","Viruses;Other;Coronaviridae","","","GCA_000858765.1","Complete",0.029926,32.1," Unknown:NC_006577.2/AY597011.2","human",9,46,"2004-12-21T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/858/765/GCA_000858765.1_ViralProj15139","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/858/765/GCF_000858765.1_ViralProj15139"," Unknown:NC_006577.2/AY597011.2"
"Monkeypox virus Zaire-96-I-16","Viruses;Other;Poxviridae","","","GCA_000857045.1","Complete",0.196858,33.1," Unknown:NC_003310.1/AF380138.1","human,vertebrates",191,48,"2001-12-12T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/857/045/GCA_000857045.1_ViralProj15142","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/857/045/GCF_000857045.1_ViralProj15142"," Unknown:NC_003310.1/AF380138.1"
"Rabies lyssavirus","Viruses;Other;Rhabdoviridae","","","GCA_000859625.1","Complete",0.011932,45.1," Unknown:NC_001542.1/M13215.1","human,vertebrates",5,2195,"1989-09-15T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/859/625/GCA_000859625.1_ViralProj15144","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/859/625/GCF_000859625.1_ViralProj15144"," Unknown:NC_001542.1/M13215.1"
"Banna virus strain JKT-6423","Viruses;Other;Reoviridae","","","GCA_000858185.1","Complete",0.020682,39.3541," 12:NC_004198.1/AF019908.1;  11:NC_004200.1/AF052014.1;  10:NC_004201.1/AF052015.1;  9:NC_004202.1/AF052016.1;  8:NC_004203.1/AF052017.1;  7:NC_004204.1/AF052018.1;  1:NC_004211.1/AF133430.1;  2:NC_004217.1/AF134514.1;  3:NC_004218.1/AF134515.1;  4:NC_004219.1/AF134516.1;  5:NC_004220.1/AF134517.1;  6:NC_004221.1/AF134518.1","human,invertebrates,vertebrates",12,127,"1998-11-06T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/858/185/GCA_000858185.1_ViralMultiSegProj15178","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/858/185/GCF_000858185.1_ViralMultiSegProj15178"," 12:NC_004198.1/AF019908.1;  11:NC_004200.1/AF052014.1;  10:NC_004201.1/AF052015.1;  9:NC_004202.1/AF052016.1;  8:NC_004203.1/AF052017.1;  7:NC_004204.1/AF052018.1;  1:NC_004211.1/AF133430.1;  2:NC_004217.1/AF134514.1;  3:NC_004218.1/AF134515.1;  4:NC_004219.1/AF134516.1;  5:NC_004220.1/AF134517.1;  6:NC_004221.1/AF134518.1"
"Variola virus","Viruses;Other;Poxviridae","","","GCA_000859885.1","Complete",0.185578,32.7," Unknown:NC_001611.1/X69198.1","human",197,50,"1993-05-04T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/859/885/GCA_000859885.1_ViralProj15197","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/859/885/GCF_000859885.1_ViralProj15197"," Unknown:NC_001611.1/X69198.1"
"Human alphaherpesvirus 3","Viruses;Other;Herpesviridae","","","GCA_000858285.1","Complete",0.124884,46," Unknown:NC_001348.1/X04370.1","human",73,204,"1987-09-19T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/858/285/GCA_000858285.1_ViralProj15198","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/858/285/GCF_000858285.1_ViralProj15198"," Unknown:NC_001348.1/X04370.1"
"Marburg marburgvirus","Viruses;Other;Filoviridae","","","GCA_000857325.2","Complete",0.019111,38.3," Unknown:NC_001608.3/DQ217792.1","human,vertebrates",7,89,"1994-01-26T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/857/325/GCA_000857325.2_ViralProj15199","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/857/325/GCF_000857325.2_ViralProj15199"," Unknown:NC_001608.3/DQ217792.1"
"Human alphaherpesvirus 1","Viruses;Other;Herpesviridae","","","GCA_000859985.2","Complete",0.152222,68.3," Unknown:NC_001806.2/JN555585.1","human,vertebrates",77,86,"1990-04-03T00:00:00Z","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/859/985/GCA_000859985.2_ViralProj15217","ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/859/985/GCF_000859985.2_ViralProj15217"," Unknown:NC_001806.2/JN555585.1"
